SI-SDR,SDR,SIR,NMSE,SER,SNR,Model
-3.8154184818267822,1.3042505979537964,4.102626800537109,-1.3011091947555542,0.6044291853904724,-10,conv_tasnet
-1.066588044166565,2.5783803462982178,5.576336860656738,-2.576625108718872,0.5577313899993896,-5,conv_tasnet
0.8460787534713745,3.4180102348327637,5.830728054046631,-3.417677402496338,0.5207125544548035,0,conv_tasnet
2.012777805328369,3.9287109375,5.734430313110352,-3.9282848834991455,0.4986454248428345,5,conv_tasnet
2.898106813430786,4.288272380828857,5.553926944732666,-4.288271903991699,0.4850916564464569,10,conv_tasnet
3.5002009868621826,4.527446269989014,5.516730308532715,-4.526885986328125,0.47610965371131897,15,conv_tasnet
3.241361141204834,4.43092155456543,5.572688102722168,-4.430675983428955,0.47768083214759827,20,conv_tasnet
1.088074176848012,3.4965705346779616,5.412495330937447,-3.49564733414606,0.5172001008064516,Overall,conv_tasnet
